id,programme,stress,sleep_hours,exam_score
2996,Business,25.00,5.80,59.9
2997,Psychology,6.87,8.46,79.8
2998,Business,1.49,6.19,92.3
2999,Psychology,22.10,5.54,65.3
3000,Psychology,2.16,9.07,84.3
3001,Psychology,17.24,5.93,71.7
3002,Psychology,9.03,8.39,94.8
3003,Business,2.23,6.82,92.2
3004,Business,40.00,6.14,59.0
3005,Psychology,4.33,7.41,86.0
3006,Business,1.69,6.22,77.4
3007,Psychology,5.46,6.50,78.0
3008,Psychology,15.95,6.93,76.3
3009,Psychology,10.45,6.78,88.4
3010,Business,9.13,6.74,91.7
3011,Business,8.59,4.85,82.0
3012,Business,1.83,6.03,89.7
3013,Psychology,6.34,6.90,77.6
3014,Psychology,1.55,4.48,60.1
3015,Business,3.95,7.06,100.0
3016,Psychology,2.24,8.94,71.0
3017,Business,18.67,6.95,66.7
3018,Psychology,10.47,6.60,88.2
3019,Psychology,7.98,8.54,93.6
3020,Business,27.58,7.47,78.9
3021,Business,1.69,6.91,83.5
3022,Psychology,1.67,7.54,97.6
3023,Business,7.88,8.17,80.7
3024,Psychology,22.72,6.15,55.4
3025,Psychology,30.97,6.08,53.7
3026,Psychology,21.78,6.24,86.0
3027,Psychology,11.22,5.72,70.9
3028,Psychology,30.30,6.49,53.8
3029,Business,0.56,9.24,90.4
3030,Business,9.08,4.71,67.9
3031,Business,26.80,6.92,74.9
3032,Psychology,8.34,6.20,57.5
3033,Psychology,23.03,6.93,67.7
3034,Business,3.93,6.41,63.5
3035,Psychology,39.22,5.50,41.2
3036,Business,5.40,7.36,80.6
3037,Business,3.33,8.39,69.0
3038,Psychology,8.51,7.04,72.7
3039,Business,10.61,5.86,80.1
3040,Business,0.92,4.08,63.3
3041,Psychology,2.87,5.34,75.6
3042,Business,23.83,6.58,68.7
3043,Psychology,8.11,8.37,88.6
3044,Psychology,5.11,6.89,88.4
3045,Psychology,6.29,8.66,84.7
3046,Psychology,7.86,5.47,74.0
3047,Business,2.64,6.47,82.9
3048,Psychology,12.97,6.22,66.7
3049,Psychology,3.45,7.34,82.6
3050,Business,1.83,5.80,59.4
3051,Psychology,1.17,6.98,75.5
3052,Business,6.53,6.55,81.7
3053,Psychology,29.53,6.79,61.9
3054,Business,2.21,7.77,82.8
3055,Business,18.50,6.81,76.8
3056,Psychology,5.38,6.50,51.8
3057,Psychology,39.87,5.34,34.7
3058,Business,11.32,6.75,71.7
3059,Business,7.16,6.80,72.3
3060,Psychology,3.77,6.38,71.5
3061,Business,6.02,5.36,78.7
3062,Business,6.43,5.88,98.8
3063,Business,3.37,6.45,62.4
3064,Psychology,14.82,7.94,69.7
3065,Business,7.23,6.59,65.8
3066,Psychology,11.91,6.78,64.9
3067,Business,19.34,5.86,73.4
3068,Business,0.34,8.74,76.1
3069,Business,26.71,6.54,57.2
3070,Psychology,1.91,6.05,84.1
3071,Business,2.43,6.21,58.9
3072,Psychology,8.23,7.06,57.1
3073,Psychology,9.03,6.33,82.7
3074,Psychology,19.00,5.26,65.6
3075,Psychology,7.70,6.92,93.2
3076,Psychology,10.11,7.18,67.0
3077,Business,6.43,8.47,88.3
3078,Business,11.03,8.62,68.6
3079,Psychology,1.42,9.38,98.6
3080,Psychology,26.62,6.47,67.6
3081,Psychology,2.38,6.39,85.9
3082,Psychology,1.41,5.37,75.0
3083,Business,13.26,7.47,82.9
3084,Business,21.35,8.08,63.2
3085,Psychology,40.00,6.30,55.0
3086,Business,14.84,6.35,63.7
3087,Psychology,1.90,7.39,96.0
3088,Business,24.50,7.14,69.1
3089,Psychology,10.64,5.07,81.9
3090,Business,19.95,4.54,47.5
3091,Business,6.47,5.28,72.9
3092,Business,5.51,7.87,85.4
3093,Psychology,9.41,4.76,78.0
3094,Psychology,2.28,4.74,63.9
3095,Psychology,0.82,4.41,78.1
3096,Business,7.14,6.66,77.0
3097,Business,5.24,7.35,75.9
3098,Business,17.33,7.93,79.6
3099,Psychology,1.53,5.43,60.8
3100,Psychology,18.15,7.23,68.8
3101,Psychology,10.07,5.27,67.3
3102,Business,14.79,4.04,56.8
3103,Psychology,1.53,7.86,76.8
3104,Business,2.27,6.79,80.4
3105,Business,22.56,8.20,71.0
3106,Psychology,5.76,7.62,70.2
3107,Psychology,0.70,7.50,83.3
3108,Psychology,12.44,5.69,74.4
3109,Psychology,18.07,7.49,63.3
3110,Business,9.87,5.51,67.6
3111,Psychology,2.20,5.99,88.9
3112,Business,1.71,7.19,72.9
3113,Psychology,18.91,8.69,85.3
3114,Psychology,7.92,7.22,75.6
3115,Business,4.66,6.35,79.1
3116,Psychology,8.03,7.71,82.6
3117,Psychology,12.50,5.92,60.2
3118,Psychology,11.72,6.11,72.9
3119,Business,10.61,5.52,66.0
3120,Psychology,7.28,6.46,63.4
3121,Business,6.99,7.44,72.0
3122,Business,1.61,7.38,60.8
3123,Business,3.52,7.40,77.0
3124,Psychology,1.30,7.54,51.6
3125,Psychology,6.88,8.01,78.3
3126,Psychology,0.14,8.11,95.0
3127,Psychology,2.28,7.84,66.6
3128,Psychology,2.91,7.83,84.1
3129,Psychology,3.25,8.18,93.4
3130,Psychology,5.41,9.00,80.9
3131,Psychology,13.30,8.62,94.8
3132,Business,4.23,7.23,80.1
3133,Psychology,24.10,6.52,68.1
3134,Business,14.38,4.13,63.8
3135,Psychology,21.75,7.18,58.2
3136,Business,14.28,6.71,62.6
3137,Business,2.15,8.24,66.0
3138,Psychology,29.26,6.84,60.5
3139,Psychology,9.43,7.89,60.3
3140,Psychology,5.38,5.41,98.4
3141,Psychology,14.39,6.45,68.5
3142,Business,6.20,6.73,57.7
3143,Psychology,11.22,7.09,97.2
3144,Psychology,5.40,7.52,88.2
3145,Psychology,0.05,6.92,86.4
3146,Business,33.71,5.81,73.1
3147,Business,35.93,6.57,49.1
3148,Psychology,9.14,5.44,72.7
3149,Business,3.93,9.55,90.3
3150,Psychology,3.97,7.01,56.3
3151,Business,2.49,5.60,75.6
3152,Psychology,21.93,6.37,54.2
3153,Psychology,16.13,6.02,68.6
3154,Business,0.46,6.80,82.1
3155,Psychology,4.80,7.16,92.6
3156,Business,9.43,6.71,57.4
3157,Business,32.50,4.62,63.7
3158,Psychology,20.21,7.39,78.5
3159,Business,3.72,7.47,78.8
3160,Psychology,19.15,6.97,63.0
3161,Psychology,10.35,8.24,94.1
3162,Business,0.28,6.70,96.4
3163,Psychology,1.97,9.06,63.7
3164,Business,6.55,8.23,71.9
3165,Business,9.55,6.70,57.3
3166,Business,4.44,7.24,74.9
3167,Psychology,13.89,5.59,73.5
3168,Business,25.51,6.97,58.8
3169,Psychology,12.07,6.45,60.1
3170,Psychology,6.59,5.92,84.0
3171,Psychology,5.58,7.09,93.2
3172,Psychology,12.83,4.45,62.5
3173,Business,6.55,8.70,66.8
3174,Psychology,5.22,7.43,91.1
3175,Psychology,1.01,7.23,99.8
3176,Business,29.26,7.44,68.5
3177,Business,7.94,6.93,81.9
3178,Business,4.28,5.10,68.5
3179,Business,7.97,6.33,90.7
3180,Business,6.38,7.58,71.1
3181,Psychology,0.00,8.66,73.1
3182,Psychology,16.23,5.82,66.8
3183,Psychology,1.89,5.92,75.0
3184,Business,6.29,6.42,73.3
3185,Psychology,11.30,6.17,76.8
3186,Psychology,22.16,5.91,72.4
3187,Psychology,5.26,8.77,81.7
3188,Business,6.40,5.80,74.7
3189,Business,15.99,6.98,79.9
3190,Psychology,7.38,6.95,62.2
3191,Business,5.96,8.37,80.6
3192,Business,9.30,5.35,76.8
3193,Business,6.38,9.20,71.3
3194,Psychology,3.82,8.54,82.4
3195,Psychology,6.13,6.37,70.5
3196,Business,1.10,8.05,78.4
3197,Business,4.91,9.21,84.8
3198,Business,4.72,7.16,74.6
3199,Psychology,33.10,5.16,65.1
3200,Business,12.48,8.40,68.9
3201,Business,35.19,3.75,63.0
3202,Business,14.02,6.55,83.7
3203,Psychology,7.11,6.92,83.6
3204,Psychology,22.30,6.62,77.5
3205,Psychology,7.22,7.44,70.3
3206,Psychology,10.24,5.86,65.1
3207,Business,13.71,7.29,73.1
3208,Business,6.94,5.79,73.4
3209,Psychology,11.59,6.57,93.2
3210,Psychology,39.55,6.16,74.2
3211,Business,13.16,6.11,55.1
3212,Business,25.23,4.87,61.3
3213,Psychology,17.45,7.22,78.8
3214,Psychology,3.40,6.38,62.1
3215,Psychology,5.38,7.23,84.3
3216,Psychology,40.00,5.30,42.9
3217,Business,0.71,8.73,82.5
3218,Business,3.96,5.16,71.7
3219,Business,6.81,6.43,75.3
3220,Psychology,28.13,5.36,82.1
3221,Psychology,1.88,7.10,72.9
3222,Business,8.18,5.53,71.4
3223,Psychology,10.89,7.65,70.6
3224,Psychology,11.26,6.50,61.0
3225,Psychology,15.75,6.65,73.0
3226,Psychology,2.46,8.74,100.0
3227,Business,16.45,7.29,60.0
3228,Business,1.38,6.55,58.4
3229,Psychology,3.27,7.74,82.4
3230,Psychology,2.28,7.66,76.7
3231,Business,7.82,6.33,81.8
3232,Business,5.96,5.70,94.3
3233,Business,0.21,7.20,77.1
3234,Business,11.91,5.91,66.0
3235,Business,40.00,6.01,68.9
3236,Psychology,40.00,5.40,79.9
3237,Business,13.13,4.33,46.8
3238,Business,5.57,6.03,81.5
3239,Psychology,6.11,7.66,86.7
3240,Business,1.71,6.62,70.2
3241,Psychology,26.61,7.24,63.8
3242,Business,2.90,6.75,67.0
3243,Psychology,9.65,9.11,94.1
3244,Psychology,0.56,6.61,64.5
3245,Business,10.75,6.54,71.9
3246,Business,3.06,7.45,89.2
3247,Business,8.16,7.70,60.3
3248,Business,11.78,5.45,74.3
3249,Psychology,23.39,7.16,61.3
3250,Business,4.66,7.86,80.3
3251,Business,14.90,5.10,72.6
3252,Psychology,0.49,6.33,72.1
3253,Business,1.71,5.83,81.3
3254,Psychology,4.92,5.31,62.7
3255,Psychology,9.90,4.74,75.6
3256,Business,7.90,6.19,73.0
3257,Business,16.99,7.01,76.4
3258,Psychology,23.06,6.79,60.3
3259,Psychology,10.22,6.51,59.1
3260,Business,0.25,7.54,96.6
3261,Psychology,8.51,6.34,69.5
3262,Business,2.81,8.33,76.0
3263,Business,0.19,8.16,83.2
3264,Business,26.64,5.64,83.1
3265,Business,6.35,6.29,63.3
3266,Business,7.81,6.94,82.3
3267,Psychology,40.00,5.87,38.4
3268,Business,40.00,7.42,58.1
3269,Business,8.57,6.04,55.9
3270,Psychology,7.06,5.76,71.4
3271,Psychology,10.16,8.09,80.4
3272,Business,4.53,5.78,82.5
3273,Psychology,4.57,5.10,78.3
3274,Psychology,40.00,8.15,82.6
3275,Psychology,1.79,7.00,74.3
3276,Psychology,26.92,6.42,60.9
3277,Psychology,12.65,7.67,63.7
3278,Psychology,4.28,6.75,65.3
3279,Psychology,8.42,6.84,76.1
3280,Psychology,2.87,7.10,75.6
3281,Business,12.46,6.96,68.9
3282,Psychology,12.75,7.10,92.2
3283,Business,15.81,6.52,69.7
3284,Psychology,0.08,7.01,69.0
3285,Business,5.25,7.78,87.1
3286,Psychology,20.26,6.92,63.9
3287,Business,0.00,6.01,67.6
3288,Business,19.69,6.09,89.6
3289,Psychology,17.22,8.60,82.9
3290,Psychology,6.99,5.90,82.5
3291,Business,40.00,6.99,83.3
3292,Psychology,6.70,5.75,82.5
3293,Psychology,1.66,5.69,76.6
3294,Business,4.37,7.68,85.7
3295,Psychology,12.46,8.37,84.9
3296,Business,28.12,5.49,68.4
3297,Business,20.51,4.64,75.9
3298,Business,12.61,6.07,77.6
3299,Business,8.32,7.14,72.0
3300,Psychology,0.28,8.77,76.0
3301,Business,4.72,6.03,80.8
3302,Psychology,3.56,8.96,81.4
3303,Business,2.10,6.39,89.3
3304,Psychology,14.52,5.04,73.6
3305,Psychology,27.29,6.14,57.5
3306,Business,14.23,7.74,93.1
3307,Psychology,0.55,6.09,75.8
3308,Psychology,21.04,4.90,50.9
3309,Business,2.12,8.18,84.7
3310,Business,0.46,6.87,80.4
3311,Business,16.52,5.39,66.1
3312,Psychology,40.00,5.77,31.9
3313,Business,31.85,7.20,61.8
3314,Business,3.28,6.36,64.6
3315,Psychology,15.53,6.63,82.6
3316,Business,1.28,7.37,80.1
3317,Business,14.61,6.99,83.2
3318,Psychology,0.57,7.21,99.0
3319,Business,9.54,8.89,84.3
3320,Business,24.66,8.17,74.5
3321,Business,6.90,7.86,74.6
3322,Psychology,13.30,4.43,70.3
3323,Business,10.84,6.55,49.7
3324,Psychology,13.91,7.20,69.2
3325,Business,9.72,4.99,80.7
3326,Psychology,14.87,6.21,51.9
3327,Business,1.77,6.68,82.6
3328,Business,7.04,7.34,67.9
3329,Business,11.97,6.22,78.8
3330,Psychology,5.28,5.41,80.5
3331,Psychology,21.57,7.08,67.5
3332,Business,8.26,7.36,71.4
3333,Business,40.00,6.72,63.5
3334,Business,1.31,6.37,71.1
3335,Psychology,21.14,5.19,69.8
3336,Business,22.60,4.95,48.2
3337,Psychology,8.81,6.05,83.7
3338,Psychology,7.24,6.29,80.9
3339,Psychology,12.43,8.03,63.9
3340,Psychology,2.61,6.57,71.6
3341,Business,31.91,7.40,60.9
3342,Psychology,17.73,5.93,62.4
3343,Business,1.23,8.53,86.0
3344,Psychology,19.26,6.93,61.1
3345,Business,9.52,7.02,76.2
3346,Psychology,1.52,6.14,73.2
3347,Psychology,5.17,5.06,80.3
3348,Business,5.40,9.27,100.0
3349,Psychology,8.54,5.80,84.8
3350,Business,1.19,6.82,90.3
3351,Psychology,9.41,5.96,80.5
3352,Psychology,6.95,6.67,76.6
3353,Psychology,24.90,5.33,75.6
3354,Business,2.19,6.59,83.5
3355,Business,9.14,7.07,61.8
3356,Psychology,2.23,5.35,66.7
3357,Business,37.44,6.90,45.4
3358,Business,8.75,7.33,87.9
3359,Psychology,16.69,7.19,66.7
3360,Business,2.56,8.74,86.5
3361,Business,6.53,6.40,58.6
3362,Business,31.96,5.95,59.3
3363,Business,7.65,7.32,58.1
3364,Business,1.41,8.71,75.4
3365,Psychology,0.87,6.03,98.1
3366,Psychology,2.35,5.62,81.7
3367,Business,0.63,6.40,71.8
3368,Psychology,1.45,7.41,83.4
3369,Business,4.34,7.79,78.0
3370,Business,1.33,7.28,75.2
3371,Psychology,9.84,8.99,80.7
3372,Business,9.70,6.72,80.8
3373,Business,7.89,5.94,67.6
3374,Business,5.95,6.88,72.9
3375,Psychology,30.44,5.82,62.8
3376,Psychology,3.12,6.86,89.3
3377,Psychology,4.42,5.87,62.3
3378,Psychology,17.46,9.00,64.3
3379,Business,6.63,6.63,81.8
3380,Psychology,10.62,7.64,84.2
3381,Psychology,6.93,7.66,64.5
3382,Psychology,8.52,6.73,72.5
3383,Business,15.38,6.40,71.8
3384,Psychology,9.09,6.74,81.9
3385,Business,17.29,7.30,54.9
3386,Business,15.99,6.85,74.6
3387,Business,14.74,6.04,69.0
3388,Psychology,14.09,5.29,68.1
3389,Psychology,7.99,5.80,67.6
3390,Psychology,8.67,6.62,67.7
3391,Psychology,3.03,9.12,80.3
3392,Business,27.71,5.95,50.6
3393,Psychology,4.40,7.00,69.4
3394,Psychology,0.40,5.32,99.3
3395,Psychology,3.89,6.38,100.0
3396,Psychology,8.50,5.23,70.1
3397,Psychology,20.92,6.92,61.8
3398,Psychology,18.13,8.08,66.5
3399,Psychology,6.19,6.78,95.9
3400,Business,18.84,7.87,57.9
3401,Psychology,4.43,6.96,99.3
3402,Psychology,12.27,8.03,65.1
3403,Business,4.09,9.10,93.9
3404,Business,13.37,7.36,73.2
3405,Business,10.26,8.46,76.2
3406,Psychology,12.06,7.31,80.0
3407,Psychology,14.56,9.64,89.5
3408,Business,4.26,8.33,68.3
3409,Business,9.63,6.78,70.3
3410,Business,3.57,7.32,70.9
3411,Psychology,7.65,6.90,69.7
3412,Psychology,18.36,5.65,59.4
3413,Psychology,5.00,7.51,59.0
3414,Psychology,30.32,5.98,72.5
3415,Business,0.25,6.75,81.3
3416,Psychology,11.05,6.89,49.6
3417,Business,3.81,5.82,59.9
3418,Business,0.72,7.07,84.1
3419,Psychology,2.86,7.02,76.7
3420,Business,18.35,5.07,59.2
3421,Business,0.45,6.79,76.5
3422,Psychology,0.88,8.15,97.0
3423,Psychology,7.48,5.08,70.6
3424,Psychology,9.18,6.53,71.2
3425,Business,40.00,7.27,71.1
3426,Business,3.23,6.08,86.8
3427,Psychology,16.38,7.18,65.6
3428,Business,7.08,8.27,76.3
3429,Psychology,38.03,6.20,50.8
3430,Psychology,0.02,7.99,87.8
3431,Psychology,18.09,7.29,79.7
3432,Business,7.47,9.57,88.2
3433,Psychology,10.20,7.64,81.6
3434,Business,5.00,7.19,75.9
3435,Psychology,6.44,5.37,53.8
3436,Business,13.74,8.75,72.0
3437,Psychology,3.19,7.01,61.8
3438,Psychology,40.00,5.09,41.1
3439,Psychology,17.91,6.23,68.8
3440,Business,3.39,6.74,86.1
3441,Business,4.16,7.53,66.5
3442,Business,40.00,7.32,53.0
3443,Business,0.12,6.71,91.8
3444,Business,6.63,6.87,90.5
3445,Psychology,6.85,6.27,71.5
3446,Business,3.74,5.30,73.5
3447,Psychology,28.73,5.88,62.9
3448,Psychology,40.00,6.33,68.1
3449,Business,18.37,6.33,76.2
3450,Psychology,4.65,8.98,86.3
3451,Psychology,2.71,8.21,72.7
3452,Business,3.23,5.72,47.6
3453,Psychology,4.34,7.54,69.9
3454,Business,1.58,7.87,98.6
3455,Psychology,4.19,6.00,84.1
3456,Business,3.67,5.34,89.6
3457,Business,0.96,6.55,86.5
3458,Business,4.58,6.88,74.4
3459,Business,21.35,6.01,71.6
3460,Business,23.44,7.05,72.1
3461,Psychology,7.21,7.21,78.4
3462,Psychology,12.11,7.32,65.2
3463,Business,15.09,5.98,100.0
3464,Psychology,16.32,5.96,66.0
3465,Business,31.65,6.92,68.6
3466,Psychology,23.93,8.23,85.4
3467,Psychology,5.36,8.30,68.7
3468,Business,4.00,8.43,96.8
3469,Psychology,5.42,6.12,75.0
3470,Psychology,6.13,6.90,84.5
3471,Business,9.94,5.67,90.4
3472,Psychology,15.20,5.72,76.2
3473,Psychology,2.61,8.44,75.1
3474,Psychology,7.23,6.54,69.4
3475,Business,12.08,6.63,71.6
3476,Psychology,5.04,5.93,67.0
3477,Psychology,36.27,6.63,63.7
3478,Psychology,0.01,7.49,74.9
3479,Psychology,13.33,6.76,100.0
3480,Business,7.17,5.88,72.3
3481,Business,16.62,6.56,67.4
3482,Business,12.79,8.43,65.2
3483,Business,19.21,6.65,71.7
3484,Business,11.06,5.20,64.4
3485,Business,7.30,7.16,77.7
3486,Psychology,15.01,6.22,75.2
3487,Psychology,4.84,8.38,77.3
3488,Business,11.62,7.29,88.1
3489,Psychology,3.32,6.16,52.6
3490,Psychology,16.03,6.36,63.6
3491,Business,6.43,7.62,80.6
3492,Psychology,7.26,4.87,84.9
3493,Business,4.44,7.98,84.7
3494,Business,6.22,6.80,58.4
3495,Psychology,28.57,5.71,58.8
3496,Business,11.50,6.50,62.0
3497,Psychology,6.48,7.40,78.2
3498,Psychology,6.93,7.11,59.6
3499,Business,22.81,6.88,65.7
3500,Business,0.02,7.24,73.8
3501,Psychology,6.37,7.21,94.3
3502,Business,14.16,7.28,76.2
3503,Psychology,2.95,6.32,74.7
3504,Psychology,7.81,5.29,72.5
3505,Business,12.26,6.19,69.4
3506,Psychology,4.68,7.90,88.8
3507,Psychology,40.00,4.33,61.9
3508,Psychology,0.61,7.34,75.0
3509,Business,2.00,8.24,72.6
3510,Business,8.78,9.10,73.2
3511,Psychology,40.00,3.27,33.3
3512,Business,15.21,6.43,61.8
3513,Psychology,3.84,6.18,76.3
3514,Psychology,26.70,5.96,57.8
3515,Psychology,8.04,9.22,76.9
3516,Psychology,15.57,5.63,65.5
3517,Business,1.64,5.58,90.5
3518,Business,8.54,6.22,71.8
3519,Business,15.22,5.66,85.4
3520,Psychology,12.33,8.79,71.1
3521,Psychology,3.92,6.50,78.9
3522,Psychology,0.31,7.79,81.7
3523,Psychology,4.28,6.19,82.1
3524,Business,1.39,6.56,73.2
3525,Business,5.66,5.23,83.6
3526,Psychology,2.08,6.64,100.0
3527,Psychology,15.15,7.08,52.5
3528,Psychology,10.18,7.25,83.6
3529,Psychology,2.01,8.20,67.9
3530,Business,2.37,7.90,78.4
3531,Psychology,9.71,7.10,98.1
3532,Business,17.77,6.82,71.7
3533,Business,25.02,5.06,77.2
3534,Psychology,24.96,8.49,88.3
3535,Business,16.28,7.40,76.9
3536,Psychology,3.29,8.24,89.3
3537,Psychology,0.60,7.26,81.2
3538,Psychology,0.26,6.46,77.2
3539,Business,5.47,8.22,76.0
3540,Business,8.01,7.58,92.3
3541,Psychology,4.92,8.46,86.6
3542,Psychology,3.60,8.28,90.0
3543,Business,2.67,6.52,72.9
3544,Psychology,2.34,7.15,67.0
3545,Psychology,20.20,5.37,58.8
3546,Psychology,0.75,6.62,78.0
3547,Business,2.68,6.91,66.2
3548,Business,21.69,6.48,81.8
3549,Business,37.57,7.29,62.5
3550,Psychology,8.54,6.04,60.8
3551,Business,28.09,6.01,50.3
3552,Business,12.50,4.77,62.0
3553,Psychology,2.74,5.60,86.0
3554,Business,8.65,6.41,100.0
3555,Psychology,0.53,6.51,83.4
3556,Psychology,1.60,7.41,82.8
3557,Business,18.89,6.70,84.7
3558,Business,3.19,9.82,98.7
3559,Business,40.00,4.74,67.2
3560,Business,3.11,5.23,69.6
3561,Psychology,12.28,5.31,83.6
3562,Psychology,3.70,7.21,95.4
3563,Psychology,0.67,6.42,49.9
3564,Business,2.65,7.98,81.6
3565,Psychology,33.87,5.52,52.7
3566,Psychology,5.62,5.52,85.3
3567,Psychology,2.18,8.59,75.9
3568,Psychology,31.19,6.35,47.3
3569,Psychology,2.61,8.10,85.7
3570,Psychology,18.81,5.71,72.0
3571,Business,6.64,8.09,83.5
3572,Psychology,13.03,5.76,50.7
3573,Business,11.84,4.59,55.8
3574,Business,10.41,7.00,77.2
3575,Business,4.91,6.70,82.0
3576,Business,8.08,5.86,73.9
3577,Business,40.00,6.26,61.8
3578,Business,1.07,7.09,80.5
3579,Business,30.97,5.59,56.0
3580,Psychology,19.92,8.01,73.3
3581,Business,20.82,6.08,71.1
3582,Business,9.42,6.09,64.6
3583,Business,2.27,7.58,63.0
3584,Business,12.54,6.53,76.7
3585,Psychology,1.48,6.80,85.0
3586,Psychology,8.36,7.17,85.7
3587,Business,4.12,6.86,64.0
3588,Psychology,0.96,6.36,65.8
3589,Psychology,24.89,6.78,73.0
3590,Business,0.83,8.16,67.3
3591,Psychology,7.43,6.68,47.2
3592,Psychology,4.82,6.27,97.7
3593,Business,0.86,5.84,75.6
3594,Business,8.15,5.70,76.6
3595,Psychology,5.38,7.16,81.7
3596,Psychology,2.11,9.11,69.1
3597,Psychology,15.52,6.97,70.1
3598,Business,14.34,8.61,81.9
3599,Business,38.40,7.91,68.1
3600,Psychology,10.84,6.18,62.0
3601,Psychology,1.50,6.66,62.5
3602,Psychology,16.05,6.37,82.9
3603,Psychology,1.12,7.79,74.3
3604,Psychology,7.25,7.16,64.7
3605,Business,22.99,7.82,70.6
3606,Business,7.14,7.72,73.9
3607,Psychology,1.53,4.84,69.0
3608,Psychology,9.00,6.33,83.4
3609,Business,28.28,7.08,52.3
3610,Business,1.83,7.01,83.6
3611,Business,0.20,6.44,68.3
3612,Business,0.84,6.80,85.8
3613,Psychology,4.15,5.92,71.6
3614,Psychology,2.43,7.57,82.6
3615,Psychology,22.22,4.65,67.5
3616,Psychology,24.98,5.75,67.6
3617,Business,19.06,8.34,57.7
3618,Psychology,10.09,7.19,73.0
3619,Psychology,1.27,7.63,54.2
3620,Psychology,8.08,7.24,83.7
3621,Business,0.96,6.03,80.9
3622,Business,12.14,7.26,78.3
3623,Business,0.33,8.48,64.1
3624,Psychology,16.12,4.80,60.1
3625,Psychology,25.68,7.49,82.4
3626,Business,40.00,4.79,34.3
3627,Psychology,0.46,8.27,87.8
3628,Business,1.43,6.21,76.6
3629,Psychology,19.46,7.13,54.5
3630,Psychology,2.32,7.19,86.1
3631,Business,2.85,8.57,79.5
3632,Business,6.70,7.27,86.9
3633,Psychology,12.58,5.62,69.3
3634,Business,28.72,6.65,62.6
3635,Business,3.35,7.60,75.4
3636,Business,8.09,8.11,74.7
3637,Business,37.26,7.72,66.5
3638,Psychology,5.29,7.39,70.7
3639,Psychology,40.00,5.73,62.0
3640,Psychology,19.63,6.85,79.5
3641,Psychology,5.51,6.25,80.1
3642,Business,3.30,5.28,82.4
3643,Business,14.17,8.75,82.3
3644,Business,37.91,4.38,70.0
3645,Business,4.29,7.23,82.4
3646,Psychology,14.71,6.50,75.0
3647,Business,5.50,8.18,82.0
3648,Psychology,7.92,7.01,68.1
3649,Business,25.39,7.02,73.9
3650,Psychology,3.77,8.20,69.7
3651,Psychology,1.41,8.46,75.7
3652,Business,10.24,7.72,63.9
3653,Business,6.06,7.00,92.8
3654,Business,12.72,6.89,58.2
3655,Psychology,12.19,7.25,77.5
3656,Psychology,27.99,6.64,77.4
3657,Business,0.19,8.25,87.5
3658,Business,13.65,6.01,74.5
3659,Psychology,0.12,7.16,54.5
3660,Business,0.04,8.64,72.5
3661,Business,40.00,5.16,39.9
3662,Business,8.42,7.35,68.2
3663,Psychology,15.79,6.54,77.5
3664,Psychology,27.19,6.48,59.7
3665,Psychology,24.32,7.70,82.0
3666,Business,3.16,7.54,77.7
3667,Psychology,25.51,5.96,70.3
3668,Psychology,12.36,6.28,78.2
3669,Psychology,3.54,4.92,76.4
3670,Psychology,17.02,8.26,59.3
3671,Business,18.97,6.90,69.1
3672,Psychology,19.33,5.61,79.8
3673,Psychology,18.92,7.72,89.7
3674,Business,16.88,4.76,77.2
3675,Psychology,6.19,6.05,91.8
3676,Business,6.49,5.93,75.3
3677,Business,23.14,7.89,66.6
3678,Psychology,2.44,7.52,76.2
3679,Business,8.55,6.27,67.4
3680,Business,5.96,6.30,56.4
3681,Psychology,1.08,5.89,90.7
3682,Business,8.26,8.40,88.2
3683,Psychology,21.06,7.09,60.3
3684,Business,7.36,5.13,77.8
3685,Psychology,6.33,7.34,71.3
3686,Business,12.87,6.52,62.0
3687,Business,7.97,7.72,82.1
3688,Business,7.56,7.21,79.0
3689,Psychology,1.32,9.51,70.1
3690,Psychology,0.87,8.77,100.0
3691,Psychology,7.01,7.15,88.4
3692,Psychology,3.64,7.63,57.2
3693,Business,26.74,7.19,66.7
3694,Business,16.64,7.61,84.5
3695,Psychology,4.75,6.94,85.3
3696,Psychology,8.24,8.44,81.1
3697,Business,12.19,7.74,90.0
3698,Psychology,3.20,7.51,75.7
3699,Business,1.59,6.25,76.1
3700,Business,4.83,7.97,67.6
3701,Business,38.29,5.81,67.5
3702,Psychology,0.89,8.99,87.1
3703,Psychology,29.18,3.47,59.1
3704,Business,1.46,5.92,71.8
3705,Psychology,1.56,5.78,79.4
3706,Psychology,0.25,7.63,84.1
3707,Psychology,6.63,6.93,83.2
3708,Business,40.00,7.33,59.0
3709,Business,4.33,5.99,82.5
3710,Business,3.32,6.91,45.5
3711,Psychology,2.63,9.90,92.5
3712,Business,6.79,6.83,75.4
3713,Psychology,18.86,8.59,72.6
3714,Business,5.38,5.80,72.0
3715,Business,3.53,7.57,72.5
3716,Business,12.81,7.30,63.5
3717,Business,6.69,9.14,68.5
3718,Business,19.54,9.60,82.9
3719,Business,1.56,6.84,72.6
3720,Psychology,15.64,6.59,66.0
3721,Psychology,17.86,4.56,63.6
3722,Business,7.13,6.59,100.0
3723,Business,11.63,6.54,63.7
3724,Business,2.37,6.28,65.3
3725,Business,5.98,5.58,59.2
3726,Psychology,1.18,7.38,47.8
3727,Business,0.23,6.91,65.4
3728,Psychology,1.01,4.80,67.3
3729,Psychology,4.24,9.95,73.8
